Reference,Year,Full.Reference,peer.review,search,Location,USA,Global.Region,Method,Conventional..Molecular..or.Immunologic,MDL.ALOD.LOD,Below.MDL,MDL.units,Sample.Volume,kingdom,class,order,family,genius,Animal.common.name,Animal.Latin.Name,Animal.Extras,Free.captive,Pathogen1,Pathogen,Pathotype.Bin.2,medium,Presence,Enumerated,Enum.Stats,Censored.Data,Presence.Absence,Total,percent,Individual.Sample,Mean,Geometric.mean,Standard.deviation,Median,Min,Max,X95..low,X95..high,units,Notes,Notes.1,CenMedianLow,CenMedianHigh,CenMinLow,CenMinHigh,CenMaxLow,CenMaxHigh,log10mean,log10SD,GRADES,GRADES_Score
Franklin et al.,2015,Franklin et al. 2015,grey literature,Google Scholar,"USA, Colorado, Saguache county, San Luis Valley, fields",yes,North America,"PCR (stx1, stx2, and uidA genes), culture broth and plate",Molecular,NA,NA,,swab,Animal,Bird,Passeriformes,Tyrannidae,Tyrannus,Western kingbird,Tyrannus verticalis,,free,Escherichia coli shiga toxin production,STEC,,feces,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Franklin et al.,2015,Franklin et al. 2015,grey literature,Google Scholar,"USA, Colorado, Saguache county, San Luis Valley, fields",yes,North America,"PCR (stx1, stx2, and uidA genes), culture broth and plate",Molecular,NA,NA,,swab,Animal,Bird,Passeriformes,Passerellidae,Zonotrichia,White-crowned sparrow,Zonotrichia leucophrys,,free,Escherichia coli shiga toxin production,STEC,,feces,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Frick et al.,2018,Frick et al. 2018,grey literature,Google Scholar,"Austria, Danube River, Vienna, wetlands",no,Europe,"ISO 16649-2, Standard Method",Conventional,158,NA,CFU/g,<1g,Animal,Bird,,,,,"Phalacrocorax carbo sinensis, Anatidae, Sterna hirundo, Charadriiformes",,free,Escherichia coli,Escherichia coli,,fecal,yes,yes,StatsnoND,no,15,73,NA,,100000,NA,NA,63095.73445,,1584893192,199.5262315,316227766,CFU/g,statistics do not include non-detects,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Frick et al.,2018,Frick et al. 2018,grey literature,Google Scholar,"Austria, Danube River, Vienna, wetlands",no,Europe,"ISO 16649-2, Standard Method",Conventional,1000,NA,CFU/g,<1g,Animal,Amphibia,Anura,,,,"Bombina bombina, Pelophylax ridibundus",Frog (order),free,Escherichia coli,Escherichia coli,,fecal,yes,yes,StatsnoND,no,19,68,NA,,158489.3192,NA,NA,1.00E+05,,316227766,1584.893192,199526231.5,CFU/g,statistics do not include non-detects,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Frick et al.,2018,Frick et al. 2018,grey literature,Google Scholar,"Austria, Danube River, Vienna, wetlands",no,Europe,"ISO 16649-2, Standard Method",Conventional,1000,NA,CFU/g,<1g,Animal,Gastropod,,,,,"Arion sp., Helix pomatia, Lymnaea stagnalis, and Viviparus sp.",,free,Escherichia coli,Escherichia coli,,fecal,yes,yes,StatsnoND,no,26,77,NA,,15848.93192,NA,NA,15848.93192,,6309573.445,1000,316227.766,CFU/g,statistics do not include non-detects,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Gaukler et al.,2009,Gaukler et al. 2009,yes,Web of Science,"USA, Central Kansas",yes,North America,"Biochemical, confirm agglutination, PCR (cvaC, iroN2, omp Tp, hylF2, eitC, iss, iutA, ireA, papC), Culture, Microscope",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Sturnidae,Sturnus,European starling,,,free,Escherichia coli O157,EHEC,,"fecal swab, feces, gut feces",yes,no,,,0,434,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Gaukler et al.,2009,Gaukler et al. 2009,yes,Web of Science,"USA, Central Kansas",yes,North America,"Culture, Microscope, confirm PCR (Stx1, intimin, F41, K99, Sta, StxII)",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Sturnidae,Sturnus,European starling,,,free,Escherichia coli,Escherichia coli,,"fecal swab, feces, gut feces",yes,no,,,206,434,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Geldreich et al.,1962,Geldreich et al. 1962,?yes no longer in print,review,USA,yes,North America,Standard Methods Most probable number,Conventional,NA,NA,,NA,Animal,Bird,Anseriformes,Anatidae,Anas,,,Duck  (genus),captive,Escherichia coli,Escherichia coli,,feces,no,yes,Stats,no,,8,NA,,8000000,NA,NA,NA,,,NA,NA,cfu/g,From Ferguson et al. 2016,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Gibbs et al.,2007,Gibbs et al. 2007,yes,Web of Science,"USA, North Dakota",yes,North America,culture plate,Molecular,NA,NA,,0.5g,Animal,Bird,Passeriformes,Icteridae,Xanthocephalus,Yellow-headed blackbird,Xanthocephalus xanthocephalus,,free,Escherichia coli,Escherichia coli,,feces,yes,no,,,1,21,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
"Goldberg, et al.",2008,"Goldberg, et al. 2008",?yes no longer in print,review,"Uganda, Kibale National Park",no,Africa,"biochemical (outside lab) ,genotyped PCR (outside lab University of Illinois),  culture plate",Conventional,NA,NA,,NA,Animal,Mammal,Primates,Cercopithecidae,Colobus,Mantled guereza,Colobus guereza,,free,Escherichia coli,Escherichia coli,,feces and swab,yes,no,,,34,125,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
"Goldberg, et al.",2008,"Goldberg, et al. 2008",?yes no longer in print,review,"Uganda, Kibale National Park",no,Africa,"biochemical (outside lab) ,genotyped PCR (outside lab University of Illinois),  culture plate",Conventional,NA,NA,,NA,Animal,Mammal,Primates,Cercopithecidae,Piliocolobus,Red colobus,Procolobus rufomitratus,,free,Escherichia coli,Escherichia coli,,feces and swab,yes,no,,,37,138,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
"Goldberg, et al.",2008,"Goldberg, et al. 2008",?yes no longer in print,review,"Uganda, Kibale National Park",no,Africa,"biochemical (outside lab) ,genotyped PCR (outside lab University of Illinois),  culture plate",Conventional,NA,NA,,NA,Animal,Mammal,Primates,Cercopithecidae,Cercopithecus,Red-tailed guenon,Cercopithecus ascanius,,free,Escherichia coli,Escherichia coli,,feces and swab,yes,no,,,22,74,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Hancock et al.,1998,Hancock et al. 1998,yes,review,"USA, Idaho/Washington/Oregon, farms",yes,North America,culture broth (TSBcv) and plate,Conventional,26 CFU/g,13 CFU/g,,0.12 -+0.02 g  swab,Animal,,,,,,,,free,Escherichia coli O157,EHEC,,feces,yes,no,,,ND,34,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Hancock et al.,1998,Hancock et al. 1998,yes,review,"USA, Idaho/Washington/Oregon, farms",yes,North America,culture broth (TSBcv) and plate,Conventional,26 CFU/g,13 CFU/g,,0.12 -+0.02 g  swab,Animal,Bird,,,,,,Bird (class),free,Escherichia coli O157,EHEC,,"feces, intestines content, dead bird pooled",yes,no,,,1,200,NA,,,NA,NA,NA,,,NA,NA,,pool,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Hancock et al.,1998,Hancock et al. 1998,yes,review,"USA, Idaho/Washington/Oregon, farms",yes,North America,culture broth (TSBcv) and plate,Conventional,26 CFU/g,13 CFU/g,,0.12 -+0.02 g  swab,Animal,Mammal,Carnivora,Felidae,Felis,Cat,Felis catus,,free,Escherichia coli O157,EHEC,,feces or rectal swab,yes,no,,,ND,33,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Hancock et al.,1998,Hancock et al. 1998,yes,review,"USA, Idaho/Washington/Oregon, farms",yes,North America,culture broth (TSBcv) and plate,Conventional,26 CFU/g,13 CFU/g,,0.12 -+0.02 g  swab,Animal,Insect,Diptera,,,,,Fly (order),free,Escherichia coli O157,EHEC,,flies pooled,yes,no,,,2,60,NA,,,NA,NA,NA,,,NA,NA,,pool,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Hancock et al.,1998,Hancock et al. 1998,yes,review,"USA, Idaho/Washington/Oregon, farms",yes,North America,culture broth (TSBcv) and plate,Conventional,26 CFU/g,13 CFU/g,,0.12 -+0.02 g  swab,Animal,Mammal,Rodent,,,,,,free,Escherichia coli O157,EHEC,,feces,yes,no,,,ND,300,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Himsworth et al.,2015,Himsworth et al. 2015,yes,Google Scholar,"Canada, Vancover",no,North America,"PCR (stx1,stx2, and eae), culture broth and plate",Molecular,NA,NA,,NA,Animal,Mammal,Rodentia,Muridae,Rattus,,"Rattus norvegicus, Rattus rattus","599 Norway Rat, 40 black rat",Free,Escherichia coli O157,EHEC,,tissue (colon),yes,no,,,ND,633,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Himsworth et al.,2015,Himsworth et al. 2015,yes,Google Scholar,"Canada, Vancover",no,North America,"PCR (stx1,stx2, and eae), culture broth and plate",Molecular,NA,NA,,NA,Animal,Mammal,Rodentia,Muridae,Rattus,,"Rattus norvegicus, Rattus rattus","598 Norway Rat, 40 black rat",Free,"Escherichia coli stx1,stx2, and eae",EHEC,,tissue (colon),yes,no,,,15,633,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Himsworth et al.,2015,Himsworth et al. 2015,yes,Google Scholar,"Canada, Vancover",no,North America,culture broth and plate,Conventional,NA,NA,,NA,Animal,Mammal,Rodentia,Muridae,Rattus,,"Rattus norvegicus, Rattus rattus","593 Norway Rat, 40 black rat",Free,Escherichia coli,Escherichia coli,,tissue (colon),yes,no,,,397,633,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Himsworth et al.,2015,Himsworth et al. 2015,yes,Google Scholar,"Canada, Vancover",no,North America,"STEC Screening Assay , culture broth and plate",Conventional,NA,NA,,NA,Animal,Mammal,Rodentia,Muridae,Rattus,,"Rattus norvegicus, Rattus rattus","594 Norway Rat, 40 black rat",Free,Escherichia coli shiga toxin production,STEC,,tissue (colon),yes,no,,,10,633,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Hsu et al.,2017,Hsu et al. 2017,yes,Google Scholar,"USA, Ohio, Columbus, Olentangy River Wetland Research Park",yes,North America,qPCR (stx2F/stx2R2/stx2P 75bp),Molecular,45 cycles  (<35 gene copies/ ml),NA,,NA,Animal,Bird,Anseriformes,Anatidae,Branta,Canada goose,Branta canadensis,,Free,Escherichia coli shiga toxin production,STEC,,feces,yes,no,,,41,44,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Tyrannidae,Sayornis,Black phoebe,Sayornis nigricans,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Icteridae,Molothrus,Brown-headed cowbird,,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,92,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Passerellidae,Spizella,Chipping sparrow,Spizella passerina,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Icteridae,Quiscalus,Common grackle,Quiscalus quiscula,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Columbiformes,Columbidae,Columbina,Common ground dove,Columbina passerina,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,5,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Corvidae,Corvus,Common raven,Corvus corax,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,rectal swab,yes,no,,,ND,4,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Parulidae,Geothlypis,Common yellowthroat,,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Columbiformes,Columbidae,Streptopelia,Eurasian collared dove,Streptopelia˙decaocto,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,31,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Sturnidae,Sturnus,European starling,,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,2,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Galliformes,Odontophoridae,Callipepla,Gambel's quail,Callipepla gambelii,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,8,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Icteridae,Quiscalus,Great tailed grackle,,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,21,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Pelecaniformes,Ardeidae,Butorides,Green heron,Butorides virescens,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Passeridae,Passer,House sparrow,,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,5,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Laniidae,Lanius,Loggerhead shrike,Lanius ludovicianus,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,3,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Columbiformes,Columbidae,Zenaida,Mourning dove,,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,5,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Tyrannidae,Empidonax,Pacific slope flycatcher,Empidonax difficilis,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Icteridae,Agelaius,Red-winged blackbird,Agelaius phoeniceus,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,157,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Passerellidae,Pooecetes,Vesper sparrow,Pooecetes gramineus,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,4,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Tyrannidae,Tyrannus,Western kingbird,Tyrannus verticalis,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,2,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Passerellidae,Zonotrichia,White-crowned sparrow,Zonotrichia leucophrys,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,16,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Columbiformes,Columbidae,Zenaida,White-winged dove,Zenaida asiatica,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,3,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Parulidae,Cardellina,Wilson's warbler,Cardellina pusilla,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,2,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Icteridae,Xanthocephalus,Yellow-headed blackbird,Xanthocephalus xanthocephalus,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,3,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"immunomagnetic separation, culture broth and plate",Immunologic,NA,NA,,swab,Animal,Bird,Passeriformes,Parulidae,Setophaga,Yellow-rumped warbler,Setophaga coronata,,free,Escherichia coli O157  and Shiga toxin producing,EHEC,,feces,yes,no,,,ND,11,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Jay-Russell and Justice-Allen,2014,Jay-Russell and Justice-Allen 2014,grey literature,Google Scholar,"USA, California, Southern/Arizona, southern",yes,North America,"PCR (stx1, stx2, eaeA, hlyA, fliC and rfbE), immunomagnetic separation, culture broth and plate",Molecular,NA,NA,,swab,Animal,Bird,Passeriformes,Tyrannidae,Sayornis,Black phoebe,Sayornis nigricans,,free,Escherichia coli non-O157  Shiga toxin producing,STEC,,feces,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
